
"FB - Facebook, Inc.",172.50,2018-08-20 10:19:23.752523
"FB - Facebook, Inc.",172.50,2018-08-20 10:37:42.685170
"FB - Facebook, Inc.",172.50,2018-08-20 10:37:46.289218
AAPL - Apple Inc.,215.46,2018-08-20 10:37:46.289247
"FB - Facebook, Inc.",172.50,2018-08-20 10:38:18.402564
"FB - Facebook, Inc.",172.50,2018-08-20 10:38:21.951131
AAPL - Apple Inc.,215.46,2018-08-20 10:38:21.951204
